GEOID,concept,total_pop,label,county,estimate,pct
37183,Hispanic Or Latino,58876,Graduate or professional degree,"Wake County, North Carolina",5899,0.10019362728446225
37183,Hispanic Or Latino,58876,Less than 9th grade,"Wake County, North Carolina",12657,0.21497724030165094
37183,Hispanic Or Latino,58876,Regular high school diploma,"Wake County, North Carolina",9838,0.16709694952102724
37183,Hispanic Or Latino,58876,"Some college, no degree","Wake County, North Carolina",7858,0.1334669474828453
37183,Hispanic Or Latino,58876,Total Population,"Wake County, North Carolina",58876,1
45045,Hispanic Or Latino,25815,"9th to 12th grade, no diploma","Greenville County, South Carolina",3397,0.1315901607592485
45045,Hispanic Or Latino,25815,Associate's degree,"Greenville County, South Carolina",1120,0.04338562851055588
45045,Hispanic Or Latino,25815,Bachelor's degree,"Greenville County, South Carolina",2859,0.11074956420685649
45045,Hispanic Or Latino,25815,GED or alternative credential,"Greenville County, South Carolina",1049,0.04063528956033314
45045,Hispanic Or Latino,25815,Graduate or professional degree,"Greenville County, South Carolina",1626,0.06298663567693201
45045,Hispanic Or Latino,25815,Less than 9th grade,"Greenville County, South Carolina",6982,0.2704629091613403
45045,Hispanic Or Latino,25815,Regular high school diploma,"Greenville County, South Carolina",5663,0.21936858415649815
45045,Hispanic Or Latino,25815,"Some college, no degree","Greenville County, South Carolina",3119,0.12082122796823552
45045,Hispanic Or Latino,25815,Total Population,"Greenville County, South Carolina",25815,1
45083,Hispanic Or Latino,11051,"9th to 12th grade, no diploma","Spartanburg County, South Carolina",1613,0.1459596416613881
45083,Hispanic Or Latino,11051,Associate's degree,"Spartanburg County, South Carolina",1027,0.09293276626549633
45083,Hispanic Or Latino,11051,Bachelor's degree,"Spartanburg County, South Carolina",1083,0.09800018097909692
45083,Hispanic Or Latino,11051,GED or alternative credential,"Spartanburg County, South Carolina",58,0.005248393810514886
45083,Hispanic Or Latino,11051,Graduate or professional degree,"Spartanburg County, South Carolina",715,0.06470002714686454
45083,Hispanic Or Latino,11051,Less than 9th grade,"Spartanburg County, South Carolina",2799,0.2532802461315718
45083,Hispanic Or Latino,11051,Regular high school diploma,"Spartanburg County, South Carolina",2711,0.2453171658673423
45083,Hispanic Or Latino,11051,"Some college, no degree","Spartanburg County, South Carolina",1045,0.09456157813772509
45083,Hispanic Or Latino,11051,Total Population,"Spartanburg County, South Carolina",11051,1
47065,Hispanic Or Latino,9965,"9th to 12th grade, no diploma","Hamilton County, Tennessee",1210,0.12142498745609634
47065,Hispanic Or Latino,9965,Associate's degree,"Hamilton County, Tennessee",400,0.04014049172102358
47065,Hispanic Or Latino,9965,Bachelor's degree,"Hamilton County, Tennessee",1132,0.11359759157049674
47065,Hispanic Or Latino,9965,GED or alternative credential,"Hamilton County, Tennessee",220,0.02207727044656297
47065,Hispanic Or Latino,9965,Graduate or professional degree,"Hamilton County, Tennessee",324,0.0325137982940291
47065,Hispanic Or Latino,9965,Less than 9th grade,"Hamilton County, Tennessee",3453,0.3465127947817361
